400 2000
271 218 8
96 127 4
64 15 2
188 160 6
314 348 6
16 197 3
145 37 6
160 312 8
83 358 1
218 236 3
311 373 8
333 212 5
281 278 4
163 366 1
341 395 1
323 244 9
232 396 8
350 317 1
375 123 4
351 303 1
104 126 4
361 158 2
339 63 7
260 223 10
275 260 8
337 250 4
132 118 5
331 318 9
130 275 8
38 359 8
189 323 7
351 375 10
58 96 3
339 188 2
337 263 3
64 193 8
393 283 9
261 217 6
249 227 10
90 398 10
341 77 8
94 221 1
135 101 9
392 217 7
332 375 3
335 282 9
208 132 3
179 389 9
207 257 10
343 43 6
158 387 4
377 91 5
287 277 7
387 254 3
250 104 9
388 275 8
18 29 1
138 294 1
399 351 3
48 11 9
184 23 1
157 256 5
163 231 2
288 252 5
46 108 4
209 173 5
153 31 3
279 385 8
44 368 3
113 200 6
330 246 3
22 187 6
227 177 3
396 70 6
361 37 3
175 344 1
391 198 10
80 291 4
349 354 6
364 42 10
83 11 2
169 276 10
209 59 5
228 27 9
226 223 4
113 303 2
30 132 6
52 229 5
306 3 9
28 351 3
210 182 4
271 391 10
188 343 9
7 300 5
178 317 9
250 91 7
343 123 1
262 64 3
386 21 8
222 396 3
194 167 8
240 189 3
365 154 5
290 205 5
153 399 10
96 66 2
8 386 10
108 316 6
295 366 9
226 325 4
200 208 4
364 157 6
370 166 10
240 147 3
11 110 7
14 59 1
365 10 9
95 123 9
188 207 10
226 161 10
256 320 10
65 130 10
8 7 9
321 350 6
155 382 5
97 391 6
213 17 3
391 158 4
287 56 4
334 143 9
26 85 1
224 269 1
70 364 2
269 164 2
289 219 8
313 270 9
33 242 10
310 190 8
176 263 1
379 338 9
344 139 5
242 252 5
190 265 10
14 284 3
327 237 1
135 357 4
378 169 9
256 104 7
188 81 5
298 256 3
48 357 10
153 291 3
230 257 2
391 250 10
381 399 8
69 381 9
384 217 7
38 398 8
217 175 7
37 275 2
196 288 4
196 327 1
91 250 4
250 33 10
67 331 8
196 377 9
351 196 5
167 172 2
377 135 3
218 294 3
173 352 9
234 197 9
5 250 2
380 181 8
75 154 10
46 209 3
287 45 10
188 230 5
89 39 10
25 238 5
139 79 2
269 265 4
357 305 7
165 119 7
66 369 2
264 325 9
253 330 4
101 208 7
313 50 2
243 156 1
41 291 10
14 388 1
353 319 7
118 116 5
355 208 9
152 51 6
230 161 6
306 345 2
278 275 7
296 98 7
268 250 4
152 150 3
250 330 3
163 178 8
380 229 7
314 219 7
90 256 6
40 106 1
341 226 4
314 258 6
260 148 10
19 40 5
101 195 8
276 34 3
391 369 1
130 73 4
304 29 6
273 333 2
131 338 6
254 210 5
64 311 4
98 333 4
146 361 7
0 287 4
19 288 3
399 49 6
60 52 2
197 32 9
347 184 9
146 111 3
352 291 10
40 43 10
262 279 2
332 330 6
325 321 8
306 260 9
7 266 6
298 203 4
104 181 5
313 289 6
133 199 2
252 100 10
151 221 4
298 274 5
199 150 6
396 280 7
116 367 6
108 293 1
330 273 8
319 239 5
173 326 2
59 207 1
338 274 6
50 174 9
192 396 4
278 350 9
132 336 1
170 28 10
260 369 5
334 195 8
349 302 1
273 279 8
9 239 9
211 21 8
68 377 2
273 77 2
361 224 10
357 40 4
259 228 9
120 144 10
80 70 8
139 84 10
43 25 1
256 73 7
175 398 4
12 73 6
221 21 2
336 358 3
341 345 7
144 40 7
350 249 3
12 247 8
358 303 6
105 52 5
315 17 9
317 362 4
29 218 10
60 223 3
386 187 9
213 175 3
149 163 2
31 105 3
202 398 1
58 366 7
398 308 2
134 315 1
289 92 5
53 220 5
146 323 6
357 185 7
11 158 8
271 214 10
46 63 9
172 14 7
68 291 10
192 93 6
390 209 10
19 169 8
67 45 1
189 40 8
136 73 10
297 348 8
151 48 7
309 304 10
170 59 3
276 285 9
230 255 9
111 125 8
376 173 9
319 13 7
41 204 8
282 294 6
301 343 8
371 190 6
28 277 9
361 366 6
394 31 7
28 361 3
361 302 8
370 163 4
364 167 2
273 244 9
253 327 1
315 281 5
272 284 10
119 234 4
43 50 10
137 316 7
297 388 10
363 61 3
197 361 3
94 282 8
249 348 5
66 30 9
145 162 9
261 40 10
149 341 2
24 213 7
273 152 6
4 35 2
155 131 5
281 3 10
307 384 8
166 95 9
71 264 8
295 252 9
128 269 4
107 101 1
298 186 1
65 42 6
393 25 8
150 110 1
371 135 3
227 373 3
291 312 2
169 21 7
207 73 6
264 198 3
204 242 8
88 66 2
212 227 2
177 130 10
30 245 9
304 121 9
163 239 5
121 155 5
361 381 8
186 185 7
195 346 1
144 297 8
310 73 2
121 144 3
166 22 5
111 172 3
67 349 6
213 37 3
387 158 3
306 230 8
19 218 6
367 227 7
258 109 10
12 106 4
154 274 6
201 84 6
303 95 3
295 318 9
398 14 7
263 84 3
257 392 4
205 286 8
159 108 10
74 80 10
377 5 2
115 89 2
29 198 5
0 17 4
156 72 2
205 46 1
219 214 6
256 58 9
325 138 9
356 219 9
204 60 5
170 28 5
243 97 9
284 123 2
81 71 4
259 363 9
179 282 9
90 307 8
292 153 7
70 387 8
99 88 7
362 225 7
364 188 1
399 197 3
76 210 5
118 57 5
390 91 8
298 161 3
226 100 6
42 244 6
244 259 8
49 103 1
98 52 4
157 30 5
301 208 9
123 358 2
32 174 6
305 179 9
233 379 7
8 136 8
211 290 1
275 158 7
319 376 5
386 368 8
262 193 8
310 391 4
165 230 5
358 378 1
85 383 8
32 304 1
155 200 2
264 309 5
41 378 9
336 227 10
140 280 8
189 135 8
105 50 5
207 3 4
138 130 4
283 21 3
55 138 5
11 356 6
94 38 3
307 213 9
203 131 7
315 193 4
257 222 8
55 235 4
135 176 10
52 113 3
258 376 1
95 101 5
191 300 7
49 14 7
205 293 4
398 235 3
59 112 4
121 283 7
11 7 7
170 222 1
52 201 10
129 344 6
340 81 5
129 243 7
368 399 1
26 285 8
22 320 9
255 389 1
115 394 6
14 39 7
248 271 5
228 173 9
123 389 3
379 139 2
232 128 2
252 135 4
383 108 2
10 206 4
70 14 1
31 122 3
220 363 8
352 277 3
51 38 3
399 363 1
165 148 10
315 151 1
193 254 4
8 135 1
78 251 7
80 212 3
0 101 2
346 195 2
156 37 10
217 137 1
123 242 7
187 346 2
388 243 9
36 138 10
373 240 10
48 171 9
325 150 9
334 115 7
91 334 10
339 20 5
235 51 1
390 308 7
191 77 7
23 7 3
155 173 7
373 160 2
358 170 10
271 320 3
237 203 1
307 170 9
248 99 8
229 215 8
146 327 3
172 148 6
202 398 6
110 65 9
187 350 8
153 349 1
240 397 8
19 390 6
138 30 10
323 317 6
28 309 7
372 182 4
208 98 3
298 86 2
70 357 1
78 101 4
283 322 8
251 322 10
0 11 10
163 359 10
180 334 5
232 140 4
271 202 5
193 242 9
25 162 1
185 229 2
191 336 6
99 104 10
53 251 4
55 301 1
60 123 4
237 102 4
289 368 9
97 19 8
369 243 4
140 228 10
29 20 4
335 82 10
263 42 10
274 289 8
9 145 8
108 369 2
260 328 8
39 146 2
226 215 6
24 46 6
373 315 3
211 143 6
386 347 4
3 111 2
209 147 8
161 50 10
48 243 1
221 14 3
292 275 1
54 21 4
216 277 1
113 344 8
380 74 9
232 143 3
351 312 3
330 377 3
12 234 6
386 83 6
127 139 6
37 254 3
259 360 7
28 285 5
2 235 3
110 288 5
368 377 4
209 130 2
294 393 3
223 161 4
61 149 5
368 347 3
4 112 2
362 382 6
397 285 10
92 262 6
262 11 8
63 152 4
395 144 5
232 193 6
44 302 1
193 247 3
297 195 1
194 203 9
226 372 10
394 132 10
249 118 9
249 113 10
393 110 8
102 203 3
100 378 2
210 362 2
23 373 9
357 259 6
109 136 1
172 104 7
180 125 3
34 178 10
168 373 6
140 52 8
91 49 2
25 361 6
85 26 5
108 204 2
68 343 3
28 304 9
171 24 4
197 276 4
97 353 6
173 279 7
107 143 5
116 351 4
292 26 2
304 18 4
170 358 9
49 304 3
147 314 4
64 359 3
307 31 2
242 57 2
381 9 7
153 238 10
95 250 10
151 391 3
181 201 3
365 92 6
250 1 4
328 64 3
273 23 1
199 181 1
299 347 7
161 275 6
343 232 1
101 181 8
359 226 8
70 19 4
396 344 8
346 194 9
267 247 3
297 151 5
321 150 3
377 345 4
76 204 3
33 312 5
244 229 8
102 123 10
85 314 4
62 352 6
311 164 8
222 139 2
84 192 10
368 164 3
168 117 4
222 110 3
26 36 10
110 295 6
134 163 6
328 262 5
53 14 7
74 194 4
3 117 8
249 292 9
260 167 5
122 299 6
212 103 1
192 177 7
255 152 1
314 346 2
169 97 4
321 384 7
40 230 9
134 362 6
130 376 6
302 186 4
394 388 9
12 74 7
39 217 9
399 383 5
84 152 2
134 376 4
251 396 1
112 109 7
90 215 8
238 334 8
6 317 7
384 184 4
48 148 2
66 228 9
165 383 5
82 189 1
76 267 2
224 314 1
199 50 6
292 43 1
80 164 7
68 73 8
302 76 7
37 280 5
201 138 9
277 397 9
71 220 6
155 21 8
303 387 9
374 25 3
127 306 10
249 263 8
65 289 3
368 63 1
395 131 4
55 121 3
20 95 3
373 130 3
331 32 9
179 346 6
16 127 4
392 50 9
83 47 10
381 343 7
239 183 3
49 252 1
335 266 7
233 141 7
315 372 4
229 324 7
90 27 10
132 119 5
171 94 9
75 215 8
209 34 8
65 216 8
241 323 6
193 89 9
50 70 2
309 93 8
364 391 9
310 224 8
52 80 1
326 266 10
157 241 3
89 196 2
219 126 1
282 149 6
368 216 1
135 44 7
193 11 3
227 364 8
66 84 5
106 13 5
251 293 2
80 215 10
337 137 5
53 89 5
383 111 1
182 162 1
204 341 1
389 331 2
166 29 1
53 131 5
288 258 5
314 179 8
58 326 9
255 316 3
164 271 8
364 186 10
374 235 1
363 229 7
378 161 3
161 267 9
14 31 3
287 383 10
299 350 5
51 68 7
2 296 6
52 176 9
133 50 6
279 256 5
396 58 6
331 208 3
188 1 8
225 267 1
346 139 7
325 229 7
258 5 10
283 137 1
369 202 5
359 24 9
141 154 8
205 283 1
296 273 10
164 124 4
348 156 9
111 8 4
261 146 2
92 31 3
301 233 4
274 220 5
399 183 3
346 216 2
150 314 3
21 247 2
232 106 9
339 340 6
165 289 10
28 27 9
379 139 4
310 319 10
150 185 9
268 319 2
72 246 5
113 368 5
212 183 3
23 21 5
287 365 6
253 21 7
327 87 4
392 66 3
199 216 7
395 209 5
287 365 1
50 83 4
230 150 10
205 386 3
71 293 1
338 277 6
308 119 6
46 1 6
31 335 10
58 59 1
37 140 5
82 287 4
49 94 7
351 128 3
349 320 1
148 129 8
19 373 1
136 308 10
116 158 1
306 357 10
371 70 1
203 379 5
241 359 8
333 133 9
392 255 4
62 232 1
315 166 7
201 369 5
60 26 8
144 384 4
19 250 9
119 338 4
48 200 7
378 115 10
342 183 2
3 306 2
319 67 5
29 62 1
215 226 10
134 95 1
188 358 8
368 83 10
275 190 9
16 230 3
288 306 8
14 305 8
52 80 5
234 5 9
354 7 10
3 55 9
143 180 8
288 209 9
307 371 4
314 203 10
225 338 7
207 95 10
121 115 6
348 208 7
76 377 4
7 311 8
128 221 9
206 30 10
73 13 7
327 219 10
201 63 10
175 340 4
399 392 1
152 365 6
290 95 2
325 80 1
88 83 9
369 103 8
380 167 6
60 38 8
299 120 10
78 109 2
243 227 3
98 198 4
236 334 5
68 261 3
384 18 5
170 80 2
167 56 6
76 303 1
50 318 6
243 74 10
325 338 4
259 328 3
355 368 7
92 170 3
14 176 3
35 305 2
62 252 6
367 375 8
278 365 2
281 86 9
342 93 9
319 1 3
315 54 10
107 225 3
105 263 3
55 136 7
322 393 10
76 341 4
107 350 5
72 305 10
25 293 4
7 383 5
263 367 5
311 29 6
320 311 1
172 382 8
120 386 6
217 236 9
10 22 7
339 332 9
61 161 4
164 102 1
264 356 9
244 126 5
386 321 2
123 161 9
397 265 4
360 61 4
19 163 9
302 358 10
180 150 5
199 48 7
35 351 7
212 102 7
54 395 5
69 233 6
2 357 5
77 34 3
337 46 3
291 308 5
101 232 1
49 16 5
107 97 5
231 200 5
279 256 6
119 273 4
220 230 8
240 268 10
341 372 4
251 70 8
2 10 4
337 51 4
207 73 5
391 250 3
166 163 6
63 75 9
50 339 8
245 354 5
340 399 5
162 199 8
186 222 2
182 265 5
161 371 3
398 341 3
300 64 3
298 64 4
222 325 7
357 130 4
105 310 4
181 235 8
65 319 9
98 370 7
374 129 8
18 382 6
363 296 9
362 52 3
352 340 8
287 157 8
173 328 10
122 139 8
37 243 6
237 123 1
156 304 1
161 64 2
357 35 1
74 162 3
76 156 6
385 155 8
399 145 7
229 201 10
209 367 8
254 153 7
16 297 3
293 363 2
392 241 7
282 16 3
365 77 3
207 283 8
141 399 3
132 118 8
361 22 4
154 141 10
127 167 6
292 121 9
250 35 2
184 264 9
134 310 4
93 256 6
302 197 6
12 351 3
349 201 10
327 198 5
387 76 2
107 294 10
308 5 3
303 63 2
395 25 6
232 26 3
388 123 8
68 236 1
149 88 1
216 33 4
270 355 9
199 65 2
304 112 3
231 7 8
134 43 4
39 398 7
146 385 1
60 322 9
352 133 3
80 147 1
207 33 1
376 21 8
374 323 7
119 150 9
77 365 3
335 361 9
24 184 8
124 311 8
396 256 3
137 162 1
299 148 2
51 170 1
10 282 2
112 116 10
101 131 9
311 349 9
252 376 6
302 125 8
76 187 9
69 280 1
144 98 1
265 22 3
104 73 6
250 106 4
375 206 3
70 155 4
277 319 7
241 364 10
136 72 8
64 226 8
51 387 6
228 341 7
167 35 8
28 64 7
370 271 9
118 324 3
299 312 7
226 14 4
45 329 9
113 373 10
375 129 7
114 273 4
368 374 1
202 275 5
152 282 6
233 273 5
380 88 1
6 53 3
245 124 8
390 297 2
368 329 2
176 188 4
268 350 10
262 341 3
378 395 5
178 353 4
384 209 3
16 386 5
180 390 6
52 35 8
9 143 3
101 342 1
82 54 1
333 134 1
171 264 4
160 200 1
95 6 5
316 49 9
225 274 1
62 82 6
337 52 9
91 166 9
330 308 4
35 186 9
154 171 8
264 285 6
248 55 10
161 248 1
389 63 1
248 307 3
81 65 1
29 313 6
122 209 4
193 116 2
389 325 10
168 218 6
34 327 2
235 128 10
280 227 2
367 40 4
44 351 8
284 66 7
210 289 8
264 27 8
296 312 10
358 132 5
106 204 1
290 315 7
346 373 4
119 183 7
121 327 8
159 258 2
127 7 8
83 23 7
17 309 1
24 152 5
148 286 6
105 372 7
22 157 8
86 118 2
204 244 7
24 52 10
236 18 7
80 73 3
312 238 3
292 76 6
376 21 6
398 0 8
170 392 3
194 101 1
251 209 4
65 217 9
138 4 3
101 324 8
384 314 3
5 365 3
147 151 9
44 346 2
334 219 3
220 35 10
174 200 3
145 19 4
112 129 4
208 137 2
292 285 1
183 371 7
378 48 8
189 119 8
346 12 2
376 275 9
301 153 3
369 390 4
221 163 7
114 130 9
84 189 8
122 373 5
389 93 2
213 63 2
335 170 6
354 163 8
303 362 3
66 267 3
68 104 1
209 81 5
123 82 2
154 212 1
93 343 4
295 54 9
157 238 5
202 373 9
51 224 6
108 110 7
312 202 9
119 385 10
98 334 1
318 356 3
396 131 7
115 183 6
94 353 5
239 355 4
200 257 7
307 231 7
331 294 10
369 84 10
3 169 7
243 347 4
290 188 5
199 281 7
78 122 9
95 154 8
231 351 5
273 337 4
124 298 10
120 351 1
47 2 6
251 380 5
106 228 5
233 63 8
246 292 5
75 181 6
210 361 9
140 336 6
214 217 3
221 86 3
178 184 9
389 12 7
363 314 7
309 287 10
210 147 10
130 173 3
347 307 5
9 296 3
299 328 8
324 252 10
107 208 5
32 189 4
11 160 7
166 203 9
341 109 5
275 289 2
142 16 9
192 249 1
124 256 2
166 211 10
223 162 5
255 380 6
201 236 9
267 374 1
100 327 3
156 337 6
248 348 10
204 132 5
384 84 5
143 182 1
291 16 5
252 265 9
42 302 4
231 18 4
280 144 2
80 164 6
292 107 3
368 339 2
269 36 7
199 162 2
30 174 10
41 318 8
329 52 8
219 45 2
337 214 6
7 332 2
102 250 2
250 26 7
369 396 10
130 24 5
123 10 7
255 7 8
114 48 10
131 62 10
126 82 1
238 330 2
116 87 6
289 69 9
349 187 4
152 175 5
353 11 5
366 294 4
341 339 6
3 289 4
395 199 9
105 93 6
179 60 6
44 194 2
44 37 2
393 309 6
288 318 1
277 253 10
270 318 4
364 40 9
209 254 7
334 367 8
305 70 5
275 28 6
276 1 2
361 398 5
195 282 9
131 226 2
78 280 8
389 105 2
178 271 2
369 21 10
0 111 10
375 38 7
383 115 1
169 384 8
13 148 1
147 188 9
155 346 6
233 236 7
220 17 8
348 121 7
128 162 10
378 218 2
219 61 10
371 15 8
335 21 1
381 214 5
94 114 10
373 14 6
102 27 3
360 322 4
41 315 3
304 49 8
44 301 10
166 40 1
76 223 9
378 282 6
21 240 4
389 164 7
358 309 2
100 98 6
91 134 6
306 388 3
130 345 8
54 328 7
29 391 1
343 101 1
287 355 4
332 365 10
30 87 6
173 340 4
264 271 2
277 129 4
149 121 4
133 101 4
280 383 5
115 324 7
356 152 2
281 299 3
353 373 10
54 180 10
224 286 10
88 301 6
241 54 3
27 215 7
180 133 7
375 42 2
248 1 6
282 285 10
298 178 8
331 177 9
17 181 4
197 188 2
240 25 8
364 327 7
371 105 1
260 224 7
250 228 6
252 318 9
61 157 4
149 135 1
50 229 9
61 150 9
259 6 7
231 222 1
225 34 9
233 171 10
0 208 1
256 50 10
256 119 10
244 195 3
49 149 9
92 174 4
40 30 10
372 314 4
226 66 4
397 68 6
251 4 8
394 52 2
257 305 4
202 35 1
309 365 4
225 374 3
341 249 7
168 221 4
74 63 4
315 26 2
289 346 8
365 171 10
181 259 10
275 197 10
65 382 10
154 199 5
242 335 2
6 127 9
57 290 9
288 172 4
337 217 7
35 231 6
30 347 2
307 213 3
32 334 5
122 296 9
171 172 9
115 296 3
59 72 1
346 388 4
281 395 1
370 358 3
107 213 3
123 211 1
243 220 5
359 377 2
161 220 10
306 256 9
92 350 8
39 177 5
149 242 10
187 136 5
326 394 2
125 52 5
72 147 5
314 392 10
362 339 3
184 377 8
266 99 5
2 59 7
22 255 6
379 216 9
0 315 2
47 85 4
95 220 5
138 169 3
270 265 2
168 326 6
283 263 4
359 271 2
197 152 1
180 311 6
354 238 8
36 135 7
34 150 1
230 162 4
361 45 9
219 266 5
395 204 10
252 73 1
36 335 2
369 228 9
398 352 3
41 142 3
16 99 5
176 279 9
111 157 7
43 226 10
177 183 3
91 9 10
150 396 6
143 181 2
133 57 10
356 269 10
188 116 10
121 337 6
365 336 7
305 122 2
360 196 8
297 139 10
93 289 1
149 206 7
178 9 4
144 63 1
344 310 2
338 357 8
347 146 8
88 46 9
273 114 5
339 194 3
366 328 4
393 175 1
361 280 9
176 178 8
96 163 9
368 296 1
281 18 4
114 225 5
376 352 9
307 143 7
100 374 3
30 354 6
291 150 8
393 394 1
84 267 6
327 248 2
318 63 9
269 183 6
215 209 8
115 275 10
201 155 5
169 81 6
188 168 10
55 289 2
237 215 5
167 200 9
119 287 7
326 122 8
146 309 4
315 307 7
22 325 3
316 190 2
24 93 4
390 141 1
262 69 2
272 70 7
327 233 9
236 353 10
142 99 10
224 285 7
365 294 7
334 348 3
399 44 8
382 18 5
107 125 9
314 389 1
62 370 10
239 388 10
261 105 10
374 228 10
22 286 1
141 258 4
365 74 10
292 100 2
262 326 10
330 357 10
387 112 2
184 30 1
363 198 2
44 179 4
259 59 9
94 172 2
339 99 5
160 122 3
370 87 4
271 159 7
151 131 7
206 95 10
252 179 5
86 172 6
354 17 3
40 328 3
59 268 9
67 208 10
310 235 9
228 260 1
333 321 3
36 156 1
10 381 7
190 99 6
13 130 10
210 121 7
384 178 7
225 243 3
301 125 2
242 152 3
72 342 5
101 76 2
141 100 7
222 88 4
390 41 6
204 195 5
128 94 7
375 318 3
264 297 1
97 115 2
368 116 2
225 139 4
29 242 9
148 382 7
218 289 4
83 46 7
266 125 8
237 250 10
188 62 5
162 209 5
335 155 2
163 255 4
338 96 7
241 281 9
303 196 4
1 21 2
87 311 3
79 383 2
373 56 6
398 66 7
176 45 2
197 4 2
153 90 3
78 107 5
285 177 9
370 41 8
395 108 4
353 264 3
320 134 6
221 67 10
256 323 4
351 243 4
311 116 9
47 196 10
351 288 4
165 306 7
334 257 2
115 79 10
104 351 4
392 263 3
308 23 4
395 242 6
232 304 8
322 38 5
95 120 7
224 212 9
168 374 2
149 55 6
192 301 3
376 212 6
356 399 2
317 308 4
188 210 8
68 230 4
225 2 4
105 380 10
160 39 9
71 82 10
