1000 5000
249 321 10
834 713 2
744 183 7
870 822 9
681 825 7
221 136 3
32 500 8
576 49 7
234 13 5
127 972 9
104 591 2
654 12 3
974 770 7
484 207 4
918 845 2
586 591 7
229 34 1
551 707 8
34 737 10
808 761 7
2 698 2
454 813 6
61 253 10
3 107 3
622 657 4
973 381 9
456 296 2
611 121 10
898 958 1
62 27 2
880 532 2
261 189 5
315 789 7
371 100 8
248 780 10
431 534 7
750 469 4
521 754 10
182 224 6
759 253 1
723 377 1
130 91 4
511 157 2
311 255 4
582 410 1
238 696 7
550 557 6
447 670 8
138 45 5
22 511 3
879 751 10
232 466 9
623 566 7
566 323 4
986 676 4
992 749 9
107 193 10
245 823 5
170 191 4
886 572 2
493 377 10
395 41 9
972 871 10
484 280 6
157 167 4
311 260 7
701 75 8
652 268 6
295 688 10
171 135 8
468 249 7
289 672 8
223 115 6
582 458 4
31 580 2
220 876 5
247 326 8
597 303 3
281 801 1
535 688 2
837 765 5
926 917 5
216 589 7
985 520 7
208 679 5
586 65 3
980 566 5
975 229 1
993 548 6
932 14 10
443 84 1
83 350 9
399 127 2
235 436 10
873 411 3
275 972 9
59 948 10
578 316 6
996 519 9
553 396 8
43 413 1
208 418 6
678 579 5
827 328 7
306 519 8
608 844 10
811 839 2
519 846 1
573 532 5
150 808 5
563 836 3
877 546 10
545 902 7
955 403 6
113 302 9
568 878 7
681 335 8
918 363 2
384 511 8
378 615 2
964 160 10
256 327 6
383 539 4
547 51 3
900 868 10
299 5 4
499 893 9
591 238 1
834 751 8
96 897 5
114 404 3
473 12 5
317 881 3
83 751 5
183 386 5
648 215 5
769 1 6
44 678 2
441 314 5
60 690 7
844 440 10
828 341 9
503 460 5
797 254 4
69 755 6
833 763 3
710 727 5
353 993 3
606 556 6
830 438 10
906 459 5
423 767 6
233 198 7
891 917 1
169 689 9
469 904 4
840 236 2
718 58 2
508 945 5
954 696 3
660 741 6
437 487 8
321 687 5
1 741 5
352 486 4
528 42 1
892 673 6
252 667 3
791 92 8
710 444 8
604 785 4
433 99 7
200 972 10
747 580 8
337 59 5
947 10 1
90 945 1
643 625 5
243 803 4
975 925 3
867 25 10
119 701 3
701 453 8
873 865 8
747 613 6
27 838 4
727 834 1
883 321 4
814 731 5
657 646 2
379 298 2
914 456 4
24 858 7
668 778 5
983 403 4
517 806 4
545 305 10
732 56 4
529 350 8
747 711 2
376 309 2
610 226 7
712 937 7
200 454 8
340 589 5
424 904 3
118 902 1
307 336 7
598 563 1
151 419 7
244 463 8
391 581 1
779 82 4
325 740 6
277 995 2
876 729 9
470 135 4
178 308 5
164 800 7
690 441 2
403 958 1
135 261 7
962 46 1
538 521 9
639 81 7
931 198 6
926 349 8
400 696 1
444 103 8
730 4 9
528 756 1
633 830 4
912 199 9
683 76 5
761 62 9
533 742 5
581 472 4
230 646 5
698 609 6
850 718 10
668 631 9
119 12 3
501 278 7
557 630 6
571 236 5
619 464 8
991 56 8
253 812 10
759 81 3
141 916 4
580 129 1
445 756 10
603 927 4
140 228 2
837 408 8
902 238 8
815 383 1
916 438 2
956 112 6
95 450 7
844 595 2
575 666 6
392 486 5
955 854 4
420 495 2
79 709 2
51 915 8
709 440 6
919 192 5
873 232 2
40 577 3
450 119 10
840 383 8
849 143 10
490 84 6
532 835 8
351 129 7
853 748 10
87 127 4
222 924 10
513 582 6
0 162 3
67 257 8
49 895 6
410 956 4
485 797 8
913 411 8
154 741 6
451 784 7
781 991 9
627 73 3
374 246 4
999 257 3
734 935 1
3 970 3
683 538 7
399 153 10
216 378 7
946 68 4
588 215 1
798 785 2
62 364 5
421 288 4
1 694 7
927 807 7
655 305 7
863 478 2
801 304 3
147 383 7
208 356 1
256 517 6
581 638 9
296 499 3
327 745 1
189 819 4
730 614 4
844 32 4
525 239 6
577 85 7
978 0 4
191 967 4
552 445 2
521 994 1
328 544 6
799 389 2
491 70 8
573 266 8
935 558 2
885 552 10
892 831 6
794 525 1
126 632 1
461 847 5
657 326 7
140 98 5
770 929 8
228 604 5
863 709 2
576 823 7
72 810 7
83 72 9
943 789 3
983 439 5
909 534 4
488 524 5
86 143 10
62 67 9
52 764 10
68 424 5
233 331 10
338 912 9
635 173 9
551 185 6
434 252 9
537 290 1
450 197 5
369 20 3
931 971 1
331 451 4
66 566 8
402 177 6
949 336 3
127 371 5
350 751 5
378 958 2
948 496 6
810 333 5
961 19 7
531 210 3
91 465 1
313 595 10
532 837 8
514 250 6
342 161 5
647 879 7
338 897 8
446 204 4
729 870 2
154 406 9
626 710 9
471 758 7
764 559 10
608 985 1
991 983 4
384 130 10
791 31 4
814 874 7
384 504 4
168 472 9
161 682 3
945 409 7
600 469 5
955 752 4
512 145 8
133 34 8
833 135 3
63 554 5
22 128 5
522 668 2
818 679 6
113 893 6
648 247 7
734 367 2
698 292 5
525 808 9
226 534 9
637 26 6
296 721 10
877 272 1
587 795 2
981 279 2
16 127 1
377 935 4
730 358 7
734 885 2
540 674 9
965 149 4
435 107 8
438 697 9
581 190 5
434 15 9
418 152 10
690 136 3
685 73 8
195 24 7
730 77 6
0 749 2
923 52 4
624 536 6
0 785 7
945 123 6
41 203 7
928 336 7
442 12 9
948 294 7
13 540 6
920 103 8
783 344 2
348 420 5
107 692 1
225 188 3
682 489 2
635 235 6
12 900 8
958 32 5
96 300 6
936 662 6
813 297 1
67 967 5
298 692 3
580 264 9
222 83 1
905 931 5
577 760 4
946 988 9
789 293 2
759 135 8
725 193 8
292 712 1
711 139 8
651 435 7
672 751 4
522 637 10
43 698 5
398 632 10
477 556 6
285 301 9
283 856 3
759 609 3
599 633 3
193 769 7
623 372 10
326 115 5
897 462 10
856 933 8
720 344 8
409 868 9
537 797 8
324 921 9
854 754 7
765 212 6
944 782 3
204 381 5
631 194 2
538 914 9
674 86 8
959 89 4
109 85 6
129 446 4
710 177 5
85 600 5
986 904 8
986 855 10
2 695 7
674 16 7
347 0 10
791 648 8
812 635 7
414 543 3
374 909 2
373 411 6
737 615 2
368 620 10
121 758 7
201 562 2
979 540 9
825 849 3
624 936 9
344 159 8
482 742 8
867 633 2
19 872 4
174 927 4
337 813 2
265 883 5
363 671 4
785 232 5
2 462 3
754 851 10
623 837 5
135 964 1
304 680 3
432 424 7
639 694 4
923 824 1
16 540 7
917 342 3
756 641 3
85 933 3
925 60 9
51 89 2
234 142 9
111 130 3
814 565 2
756 275 10
652 823 7
861 357 3
725 896 9
904 52 5
594 15 2
205 317 10
966 498 8
459 700 9
425 407 3
517 117 2
225 324 3
585 807 4
903 392 2
522 327 5
156 581 3
921 373 10
977 993 6
156 395 6
129 44 5
215 52 7
636 857 5
856 418 7
585 170 8
981 228 2
852 544 1
606 627 6
179 469 5
193 470 8
588 704 2
41 793 4
732 880 4
945 385 5
532 177 7
158 399 7
763 54 6
866 81 2
888 882 7
421 610 3
353 702 10
632 21 1
18 971 6
867 218 5
595 384 2
751 572 7
806 886 7
712 732 3
605 294 9
768 125 8
190 917 4
317 911 1
436 959 2
647 825 2
970 254 6
541 761 10
622 822 9
393 662 1
255 555 5
669 94 5
641 8 9
578 802 6
56 575 6
71 628 7
814 746 3
196 441 8
989 138 10
873 677 1
394 297 3
899 12 1
783 444 10
355 506 2
928 948 7
61 128 6
596 416 4
238 433 2
693 133 3
159 767 2
862 743 3
72 764 7
616 542 4
930 613 4
546 509 3
261 966 5
180 46 10
564 610 9
488 833 5
168 426 3
725 955 3
915 560 4
623 101 4
999 209 9
13 642 9
508 74 1
378 478 1
397 967 9
233 513 3
57 825 4
779 573 9
489 667 10
212 359 10
856 698 1
658 682 9
349 714 3
462 346 5
159 384 8
498 314 2
937 463 6
809 807 5
917 411 7
568 399 7
766 938 2
297 751 5
604 59 3
74 709 10
872 930 2
911 965 9
291 532 4
856 333 10
491 319 4
698 333 9
287 214 2
257 858 9
214 776 6
249 598 8
73 761 1
637 457 5
238 198 1
96 969 7
635 515 1
666 301 8
154 572 5
790 858 1
635 175 3
814 776 4
77 829 9
952 955 4
785 338 10
64 949 9
16 560 6
580 513 8
997 188 2
595 457 5
398 113 3
813 959 6
578 281 9
384 290 10
210 15 9
23 311 4
966 82 1
583 927 10
267 974 2
96 416 5
483 684 1
418 30 4
88 249 2
354 209 4
79 852 4
366 477 4
439 462 5
632 428 2
110 68 2
335 944 6
441 189 1
659 375 8
993 966 1
526 753 8
424 31 8
513 684 2
176 939 6
82 829 2
240 47 4
411 432 4
603 327 5
185 50 4
683 303 8
488 233 8
998 236 7
274 646 5
743 554 5
370 474 2
906 441 3
600 818 6
508 914 5
723 313 8
120 790 7
557 981 10
225 462 4
108 600 6
96 902 3
576 686 4
4 466 4
924 272 6
719 424 9
996 377 2
64 722 2
129 569 4
119 371 9
944 337 3
785 908 9
205 536 8
992 253 5
333 934 7
844 577 3
456 136 8
731 207 4
487 21 8
291 24 4
956 42 8
239 896 9
274 470 2
812 447 7
770 440 4
948 996 9
424 187 6
34 999 8
736 99 3
588 400 5
86 596 10
691 196 8
611 877 2
618 443 5
96 759 8
73 749 9
448 696 6
570 811 8
895 395 5
981 758 5
163 582 7
647 58 8
982 133 3
702 752 4
481 555 7
748 165 4
955 428 3
576 722 7
680 133 8
297 393 10
72 799 2
80 198 4
95 165 2
383 409 7
854 238 2
76 306 10
916 918 9
78 15 3
459 149 1
552 105 10
50 994 4
915 77 2
521 525 6
892 990 10
579 412 10
215 888 4
298 908 6
89 941 8
161 913 1
874 777 4
155 876 6
684 902 2
92 240 1
911 360 3
244 545 4
585 743 7
40 769 4
88 463 8
562 995 1
361 373 3
119 603 10
49 560 1
730 851 7
679 255 10
997 790 5
866 731 2
145 410 4
732 486 9
28 183 6
94 815 6
357 893 6
627 413 9
173 666 8
512 803 4
642 925 9
799 377 1
696 627 3
405 24 3
778 210 8
802 181 8
90 621 5
772 246 7
4 903 4
519 974 8
394 492 3
737 505 4
296 496 2
703 310 10
719 591 3
17 551 4
989 103 8
1 591 9
216 189 7
271 440 2
502 422 5
403 237 9
129 377 6
205 538 1
744 447 3
895 520 7
646 817 10
78 839 1
817 55 7
471 733 7
62 520 2
264 220 5
381 672 9
497 185 6
662 156 9
94 600 5
667 357 2
582 2 9
720 410 5
811 14 8
327 688 7
508 697 3
703 238 5
203 440 4
67 775 7
260 783 5
137 160 1
618 257 3
624 540 5
511 963 6
185 80 9
639 70 8
59 500 10
570 590 3
487 482 5
412 778 10
853 55 6
329 196 7
6 518 3
500 123 6
19 454 7
88 871 2
976 631 4
430 661 4
135 178 4
308 145 5
57 748 2
496 75 2
418 432 10
281 838 5
934 595 4
780 548 1
718 402 10
294 828 4
24 146 1
271 833 5
508 529 9
212 304 4
915 88 5
864 673 5
191 175 6
180 302 10
565 864 6
742 645 1
787 472 1
390 477 6
580 462 7
90 334 9
798 383 6
582 629 2
439 475 9
594 376 3
865 718 6
241 894 8
600 19 7
711 475 3
507 871 1
126 630 10
492 207 6
158 125 8
754 944 2
409 367 4
808 989 4
546 470 4
167 267 10
186 362 3
346 923 4
515 129 3
773 443 1
994 244 5
576 315 9
487 682 8
942 578 10
813 260 5
215 561 5
102 274 2
35 718 8
316 958 6
107 489 5
387 740 5
877 852 9
706 336 5
935 204 9
254 610 7
365 324 7
256 326 3
105 585 4
606 56 7
956 740 7
379 988 10
341 640 5
939 3 4
40 696 5
488 47 10
203 347 8
730 575 2
53 790 5
626 369 6
503 406 2
961 75 8
843 64 5
43 879 2
500 494 2
122 818 2
417 450 1
167 985 10
861 767 4
644 264 10
78 315 9
728 813 3
472 333 9
628 590 2
184 40 6
794 352 3
200 772 9
963 699 5
844 932 5
807 307 5
943 236 9
48 425 8
104 427 10
901 62 5
694 405 8
797 720 3
336 861 3
556 140 5
906 449 1
847 762 7
12 855 10
220 474 8
876 215 1
655 251 4
906 701 1
299 414 7
804 892 9
222 803 7
669 628 3
494 344 5
473 453 7
180 731 7
121 955 6
845 519 9
288 928 2
577 473 1
578 345 2
561 243 6
648 793 4
124 833 5
881 969 7
843 378 6
471 232 7
88 690 8
827 209 2
930 905 9
845 832 2
103 441 9
405 946 4
503 761 1
226 211 1
750 228 6
472 834 5
723 164 8
557 578 2
824 238 3
757 933 6
782 123 10
547 993 2
998 243 9
237 58 2
644 78 2
688 120 8
747 96 7
784 513 3
153 759 6
527 637 1
309 194 8
567 393 6
172 562 3
529 149 8
607 72 8
361 679 3
199 61 2
413 537 1
579 279 8
543 355 1
221 377 1
108 878 3
437 273 4
300 852 5
301 578 4
542 134 5
315 433 8
813 731 8
292 25 5
645 963 5
351 151 9
801 341 4
744 36 7
941 338 8
615 180 2
349 657 6
927 574 10
174 420 1
91 66 1
974 537 4
46 312 6
327 952 7
309 747 5
180 806 7
517 916 10
881 901 7
159 91 9
728 955 10
881 594 2
283 852 9
485 947 2
281 419 8
530 289 3
408 443 5
307 636 9
937 230 1
444 492 6
546 669 10
833 277 7
567 350 2
458 30 2
554 933 6
674 747 10
937 384 8
724 83 9
703 226 2
932 859 1
169 782 4
522 741 8
791 780 10
65 694 5
840 329 9
585 312 9
494 902 8
300 169 9
667 434 5
610 3 10
194 572 4
151 502 2
697 281 6
795 100 7
232 724 6
833 908 5
358 742 6
166 438 4
317 18 2
637 847 3
504 341 2
318 953 1
739 332 9
708 700 7
635 903 2
841 782 4
551 517 8
628 245 2
290 667 5
407 550 2
756 365 2
978 948 8
325 579 6
1 983 6
479 150 3
930 919 2
754 642 1
173 874 7
480 937 3
991 560 4
738 59 7
799 76 3
321 800 2
549 542 1
897 740 1
266 95 7
373 917 1
131 28 2
185 305 5
660 476 2
39 137 8
199 925 9
732 989 7
376 567 9
892 735 2
393 842 4
20 586 4
757 431 6
367 95 3
609 738 8
528 650 8
325 584 3
209 159 5
140 427 7
77 662 1
705 863 4
162 36 1
152 946 7
543 338 4
288 507 10
296 480 9
329 740 5
972 507 4
910 626 6
570 235 2
740 854 7
948 393 7
722 551 1
544 748 8
296 561 3
102 894 9
808 318 3
906 426 8
796 619 7
1 177 8
438 737 8
674 715 2
204 627 9
413 299 6
155 618 2
584 742 9
204 356 8
375 280 4
898 950 8
609 573 4
439 236 1
118 657 2
980 450 7
508 667 5
825 401 4
589 653 4
4 301 8
786 940 8
319 432 3
4 992 7
277 778 4
33 402 9
760 363 7
61 643 10
86 992 7
956 676 10
932 237 10
337 691 2
183 153 10
929 57 8
634 652 3
253 141 9
532 243 10
224 619 4
96 555 5
988 279 10
150 678 2
724 152 5
915 858 9
250 889 7
433 658 8
657 762 4
238 67 10
122 914 4
113 940 1
577 855 8
223 219 10
461 62 10
942 269 8
67 107 1
460 82 8
65 869 7
575 432 6
641 457 2
917 872 3
265 623 5
532 743 9
806 161 6
418 838 9
286 107 9
604 928 5
402 524 8
436 189 8
490 934 1
813 753 6
187 156 8
489 510 10
461 224 7
130 45 1
296 711 7
513 909 8
214 10 9
167 786 7
252 690 2
78 604 10
415 419 9
337 441 4
860 627 3
576 521 9
654 658 1
826 744 4
214 656 3
637 493 10
572 445 2
840 888 5
32 492 4
215 289 6
316 808 4
990 854 8
953 535 3
167 886 5
514 985 7
139 89 6
552 549 9
695 464 7
516 960 2
390 79 6
878 640 7
349 351 10
418 803 2
276 156 4
784 160 5
786 204 5
798 991 5
856 352 2
886 162 4
370 571 1
144 946 10
674 260 1
507 157 3
86 361 6
682 749 7
571 977 1
584 375 2
797 156 7
922 790 1
525 685 10
913 558 1
826 819 6
769 411 1
729 595 2
386 547 7
814 466 5
295 579 10
472 85 2
358 514 3
21 748 4
657 838 7
563 722 7
21 805 10
957 4 4
216 76 1
534 958 8
881 535 3
514 624 6
271 939 10
408 258 6
540 781 2
863 747 3
625 57 7
903 241 10
104 807 5
223 871 4
573 985 1
767 60 5
492 108 3
561 645 2
208 11 3
153 572 10
295 828 9
602 297 9
205 595 8
928 265 6
164 584 4
100 814 1
955 899 10
984 659 6
961 437 1
739 58 7
667 388 1
912 284 5
325 766 9
7 567 8
548 464 4
663 48 3
20 671 8
349 239 4
141 226 7
67 579 7
865 495 5
897 90 2
439 158 8
820 662 8
833 533 10
686 22 3
548 533 7
496 845 9
838 820 7
677 746 10
361 56 3
776 632 8
288 178 5
507 328 1
907 821 5
25 516 6
611 202 4
980 214 3
209 183 8
606 317 8
286 514 9
117 865 2
798 888 3
224 347 3
513 384 3
919 797 8
577 281 6
888 110 4
512 886 10
591 588 10
371 858 4
748 751 7
762 548 8
443 410 3
692 52 5
118 821 1
880 165 7
862 226 9
619 115 3
851 961 1
779 82 2
164 128 7
232 280 10
791 950 1
750 148 10
977 27 6
233 773 7
462 408 10
412 390 2
963 710 5
413 562 10
446 400 6
311 399 1
839 298 7
168 331 10
905 210 3
605 301 3
640 906 1
339 116 1
415 275 6
24 934 7
908 556 4
150 340 6
704 691 4
410 481 8
809 976 8
798 134 1
655 138 2
578 50 2
909 824 9
438 695 2
788 770 4
174 867 7
250 467 5
803 777 4
33 434 10
454 381 8
384 511 2
601 894 2
748 618 6
714 151 6
788 785 8
891 439 1
132 48 3
97 510 3
933 179 2
346 548 4
53 685 5
950 971 1
919 618 2
710 830 5
14 324 2
552 300 4
784 834 9
482 350 5
563 337 4
877 777 1
664 856 3
712 746 10
6 3 7
155 511 5
854 299 6
176 798 8
966 950 5
84 633 1
236 567 2
270 230 6
346 767 10
404 203 4
4 934 9
767 28 6
975 620 6
250 49 10
388 565 7
335 356 10
165 824 3
272 428 1
771 487 2
427 796 10
81 520 7
559 950 8
408 953 5
102 281 8
108 565 4
803 779 9
503 323 4
203 324 3
289 23 1
648 912 2
540 942 9
278 563 4
684 826 9
447 81 7
252 568 8
22 996 2
990 431 10
448 794 8
558 168 1
611 475 7
782 818 2
180 504 1
681 687 7
776 260 1
107 492 8
999 776 9
22 500 6
286 164 9
804 285 2
512 797 6
174 11 8
957 218 2
0 703 4
789 584 3
829 619 2
968 442 7
986 794 4
415 337 2
270 826 9
540 545 8
405 191 3
318 811 4
192 14 8
92 205 6
7 443 7
98 556 8
941 921 10
284 796 5
280 947 1
998 401 7
539 354 5
800 996 10
274 807 5
274 529 4
235 483 6
728 98 7
155 685 5
221 865 5
511 764 9
331 675 9
261 978 5
133 197 3
512 314 7
53 767 8
544 567 5
27 679 1
149 428 8
918 942 2
6 806 7
174 592 10
919 515 4
209 978 10
13 127 7
508 588 7
145 132 6
766 12 3
690 76 6
88 51 5
804 877 1
165 402 4
48 310 10
931 451 1
528 169 8
23 717 4
472 185 3
42 969 9
678 264 7
635 25 10
236 899 3
145 183 6
290 479 5
329 565 1
725 332 8
434 807 10
934 529 7
919 578 8
307 123 6
134 142 8
690 968 8
526 231 2
147 765 10
190 893 1
63 915 2
56 667 8
843 275 4
53 762 8
498 124 10
232 852 9
17 983 3
620 531 2
341 678 5
222 115 8
794 50 5
642 595 6
832 56 3
494 378 2
175 797 9
280 310 6
414 882 10
260 989 1
978 506 5
150 518 6
396 658 5
766 526 8
391 495 2
749 521 4
109 299 2
950 117 8
78 31 3
17 610 3
496 410 4
979 835 8
781 885 10
65 540 3
418 893 8
283 863 10
275 789 2
5 686 4
399 346 5
463 208 4
696 976 1
100 337 9
788 168 2
10 955 9
961 612 10
760 397 9
224 653 4
256 967 8
672 271 8
136 74 3
712 52 10
64 556 6
585 310 1
425 299 2
497 738 3
774 10 3
567 598 7
536 845 10
735 828 4
655 588 7
541 207 5
184 461 1
868 56 8
769 332 7
697 664 6
148 241 7
972 710 10
470 850 7
747 218 10
561 574 4
358 945 9
454 318 6
748 741 9
426 126 6
149 799 7
415 981 10
226 385 5
224 773 9
115 850 1
889 88 9
521 354 5
405 674 3
990 450 6
298 991 3
716 396 9
173 216 1
148 649 5
227 701 5
953 679 10
353 607 9
761 505 2
101 596 1
403 471 5
320 53 4
378 828 5
828 72 9
554 34 2
955 311 9
338 1 9
535 737 2
597 303 8
556 925 6
400 639 2
625 457 2
24 544 10
124 177 1
19 528 1
111 726 5
833 580 7
551 144 7
134 805 5
677 161 8
181 299 2
573 625 4
197 609 4
319 132 10
728 182 4
70 355 2
225 252 10
922 467 9
178 75 7
346 917 9
296 389 7
70 472 4
366 779 5
188 750 8
893 859 5
456 802 7
76 64 6
778 219 9
238 946 7
880 279 4
775 182 7
427 647 5
668 694 9
20 741 1
1 53 9
268 741 1
140 31 4
6 841 6
98 232 5
919 9 4
76 344 4
785 134 8
704 950 4
714 141 4
594 68 2
827 423 1
210 458 2
497 744 7
157 62 2
176 320 9
917 25 7
736 401 2
702 925 2
195 37 1
696 439 6
209 170 6
9 858 2
642 549 7
787 678 1
245 761 1
885 726 2
381 689 7
683 149 1
497 648 3
428 484 7
331 742 9
369 417 10
783 869 7
923 862 9
929 43 9
297 475 9
23 828 4
722 192 3
375 324 10
15 710 1
73 552 8
215 975 9
730 323 1
395 675 4
609 817 1
980 173 3
336 984 6
270 491 1
768 57 4
689 572 3
171 23 1
462 24 5
65 479 10
323 379 7
581 367 3
76 176 4
767 693 6
140 680 2
620 883 10
477 919 1
786 485 7
708 427 2
426 192 4
790 336 10
521 134 1
708 348 3
884 863 1
793 225 8
440 549 9
155 129 8
909 597 2
997 384 8
631 871 8
673 183 4
751 413 2
178 757 5
723 788 4
561 524 10
238 175 7
906 190 6
940 246 10
155 958 10
880 465 10
612 209 6
283 944 10
871 883 2
181 211 7
506 361 10
758 586 2
261 125 8
351 584 9
803 449 9
219 225 4
241 728 2
646 152 5
443 286 3
134 628 7
163 594 2
203 330 10
199 12 4
256 569 2
708 79 1
862 262 1
230 80 2
342 662 2
653 960 5
791 753 10
641 693 5
466 741 1
449 422 2
278 897 2
148 149 1
289 679 5
50 544 3
535 871 9
61 254 6
833 2 8
56 878 5
62 500 1
161 342 7
621 381 3
982 96 5
114 237 10
143 805 7
391 440 8
542 335 10
953 856 8
797 550 6
730 154 3
541 998 8
377 823 4
351 122 2
851 99 6
169 782 5
438 427 2
70 689 2
187 457 7
205 28 5
789 233 7
782 525 10
666 462 7
495 361 7
796 42 2
440 221 3
554 111 10
505 621 8
507 415 2
982 467 5
175 311 10
227 368 10
4 464 8
70 419 6
455 90 4
337 749 6
378 885 7
742 512 3
459 711 5
304 988 6
505 677 2
471 349 3
137 830 3
540 580 10
619 336 2
925 697 7
615 317 4
578 232 2
473 99 7
488 632 1
835 400 8
689 570 5
300 996 2
779 843 3
877 143 5
431 164 7
302 12 5
258 214 6
265 26 10
362 484 5
970 256 8
364 824 2
893 259 2
684 56 10
698 717 1
755 648 8
677 362 5
817 575 8
380 560 3
727 912 3
481 998 8
363 967 10
875 985 8
534 442 6
618 913 4
398 736 3
666 762 5
947 366 2
658 366 9
295 814 3
106 433 4
664 717 1
